config,case,fit,syn,sem,sol,solMax
SYNSEM,load_balancer,0.00,0.00,0.00,0,0
SYNSEM,load_balancer,0.00,0.00,0.00,0,0
SYNSEM,load_balancer,0.00,0.00,0.00,0,0
SYNSEM,load_balancer,0.00,0.00,0.00,0,0
SYNSEM,load_balancer,0.00,0.00,0.00,0,0
SYNSEM,load_balancer,0.00,0.00,0.00,0,0
SYNSEM,load_balancer,0.00,0.00,0.00,0,0
SYNSEM,ltl2dba_R_2,0.00,0.00,0.00,0,2
SYNSEM,ltl2dba_R_2,0.43,0.36,0.50,1,2
SYNSEM,ltl2dba_R_2,0.57,0.48,0.67,2,2
SYNSEM,ltl2dba_R_2,0.57,0.48,0.67,2,2
SYNSEM,ltl2dba_R_2,0.00,0.00,0.00,0,2
SYNSEM,ltl2dba_R_2,0.00,0.00,0.00,0,2
SYNSEM,ltl2dba_R_2,0.00,0.00,0.00,0,2
SYNSEM,ltl2dba_R_2,0.00,0.00,0.00,0,2
SYNSEM,ltl2dba_theta_2,0.00,0.00,0.00,0,1
SYNSEM,ltl2dba_theta_2,0.00,0.00,0.00,0,1
SYNSEM,ltl2dba_theta_2,0.00,0.00,0.00,0,1
SYNSEM,ltl2dba_theta_2,0.00,0.00,0.00,0,1
SYNSEM,ltl2dba_theta_2,0.43,0.35,0.50,1,1
SYNSEM,ltl2dba_theta_2,0.00,0.00,0.00,0,1
SYNSEM,ltl2dba_theta_2,0.43,0.35,0.50,1,1
SYNSEM,ltl2dba_theta_2,0.00,0.00,0.00,0,1
SYNSEM,ltl2dba27,0.00,0.00,0.00,0,2
SYNSEM,ltl2dba27,0.41,0.31,0.50,1,2
SYNSEM,ltl2dba27,0.00,0.00,0.00,0,2
SYNSEM,ltl2dba27,0.41,0.31,0.50,1,2
SYNSEM,ltl2dba27,0.41,0.31,0.50,1,2
SYNSEM,ltl2dba27,0.41,0.31,0.50,1,2
SYNSEM,ltl2dba27,0.41,0.31,0.50,1,2
SYNSEM,ltl2dba27,0.54,0.42,0.67,2,2
SYNSEM,prioritized_arbiter,0.00,0.00,0.00,0,0
SYNSEM,prioritized_arbiter,0.00,0.00,0.00,0,0
SYNSEM,prioritized_arbiter,0.00,0.00,0.00,0,0
SYNSEM,prioritized_arbiter,0.00,0.00,0.00,0,0
SYNSEM,prioritized_arbiter,0.00,0.00,0.00,0,0
SYNSEM,prioritized_arbiter,0.00,0.00,0.00,0,0
SYNSEM,prioritized_arbiter,0.00,0.00,0.00,0,0
SYNSEM,prioritized_arbiter,0.00,0.00,0.00,0,0
SYNSEM,round_robin,0.42,0.33,0.50,1,1
SYNSEM,round_robin,0.00,0.00,0.00,0,1
SYNSEM,round_robin,0.00,0.00,0.00,0,1
SYNSEM,round_robin,0.00,0.00,0.00,0,1
SYNSEM,round_robin,0.00,0.00,0.00,0,1
SYNSEM,round_robin,0.00,0.00,0.00,0,1
SYNSEM,round_robin,0.00,0.00,0.00,0,1
SYNSEM,round_robin,0.00,0.00,0.00,0,1
SYNSEM,simple_arbiter,0.00,0.00,0.00,0,0
SYNSEM,simple_arbiter,0.00,0.00,0.00,0,0
SYNSEM,simple_arbiter,0.00,0.00,0.00,0,0
SYNSEM,simple_arbiter,0.00,0.00,0.00,0,0
SYNSEM,simple_arbiter,0.00,0.00,0.00,0,0
SYNSEM,simple_arbiter,0.00,0.00,0.00,0,0
SYNSEM,simple_arbiter,0.00,0.00,0.00,0,0
SYNSEM,simple_arbiter,0.00,0.00,0.00,0,0
50-25-25,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.67,0.20,0.50,6,6
50-25-25,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.69,0.19,0.57,2,6
50-25-25,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.63,0.19,0.32,3,6
50-25-25,HumanoidLTL_531_Humanoid_unrealizable,0.79,0.19,0.96,56,56
50-25-25,HumanoidLTL_531_Humanoid_unrealizable,0.79,0.19,0.98,41,56
50-25-25,HumanoidLTL_531_Humanoid_unrealizable,0.79,0.19,0.96,35,56
50-25-25,HumanoidLTL_741_Humanoid_unrealizable,0.56,0.22,0.00,68,85
50-25-25,HumanoidLTL_741_Humanoid_unrealizable,0.56,0.22,0.00,37,85
50-25-25,HumanoidLTL_741_Humanoid_unrealizable,0.56,0.22,0.00,85,85
50-25-25,HumanoidLTL_742_Humanoid_unrealizable,0.55,0.19,0.00,112,112
50-25-25,HumanoidLTL_742_Humanoid_unrealizable,0.55,0.19,0.00,76,112
50-25-25,HumanoidLTL_742_Humanoid_unrealizable,0.55,0.19,0.00,108,112
50-25-25,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.54,0.15,0.50,1,6
50-25-25,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.56,0.15,0.08,6,6
50-25-25,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.54,0.15,0.00,2,6
50-15-35,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.73,0.20,0.57,1,4
50-15-35,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.73,0.19,0.57,3,4
50-15-35,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.72,0.19,0.55,4,4
50-15-35,HumanoidLTL_531_Humanoid_unrealizable,0.87,0.19,0.98,54,54
50-15-35,HumanoidLTL_531_Humanoid_unrealizable,0.87,0.19,0.99,40,54
50-15-35,HumanoidLTL_531_Humanoid_unrealizable,0.87,0.19,0.99,40,54
50-15-35,HumanoidLTL_741_Humanoid_unrealizable,0.53,0.22,0.00,75,81
50-15-35,HumanoidLTL_741_Humanoid_unrealizable,0.53,0.22,0.00,68,81
50-15-35,HumanoidLTL_741_Humanoid_unrealizable,0.53,0.22,0.00,81,81
50-15-35,HumanoidLTL_742_Humanoid_unrealizable,0.53,0.19,0.00,122,122
50-15-35,HumanoidLTL_742_Humanoid_unrealizable,0.53,0.19,0.00,108,122
50-15-35,HumanoidLTL_742_Humanoid_unrealizable,0.53,0.19,0.00,107,122
50-15-35,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.52,0.16,0.00,7,7
50-15-35,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.52,0.15,0.50,2,7
50-15-35,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.52,0.15,0.00,3,7
50-20-30,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.70,0.19,0.55,3,3
50-20-30,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.71,0.20,0.57,2,3
50-20-30,HumanoidLTL_503_Humanoid_fixed_unrealizable,nan,nan,nan,nan,3
50-20-30,HumanoidLTL_531_Humanoid_unrealizable,0.84,0.19,1.00,43,53
50-20-30,HumanoidLTL_531_Humanoid_unrealizable,0.83,0.19,0.97,44,53
50-20-30,HumanoidLTL_531_Humanoid_unrealizable,0.81,0.19,0.89,53,53
50-20-30,HumanoidLTL_741_Humanoid_unrealizable,0.54,0.22,0.00,75,75
50-20-30,HumanoidLTL_741_Humanoid_unrealizable,0.54,0.22,0.00,46,75
50-20-30,HumanoidLTL_741_Humanoid_unrealizable,0.54,0.22,0.00,67,75
50-20-30,HumanoidLTL_742_Humanoid_unrealizable,0.54,0.19,0.00,99,115
50-20-30,HumanoidLTL_742_Humanoid_unrealizable,0.54,0.19,0.00,76,115
50-20-30,HumanoidLTL_742_Humanoid_unrealizable,0.54,0.19,0.00,115,115
50-20-30,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.53,0.15,0.00,3,3
50-20-30,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.53,0.15,0.00,3,3
50-20-30,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.53,0.16,0.00,1,3
60-20-20,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.75,0.19,0.57,3,3
60-20-20,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.72,0.19,0.38,2,3
60-20-20,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.75,0.19,0.57,3,3
60-20-20,HumanoidLTL_531_Humanoid_unrealizable,0.83,0.19,0.98,47,68
60-20-20,HumanoidLTL_531_Humanoid_unrealizable,0.84,0.19,0.99,29,68
60-20-20,HumanoidLTL_531_Humanoid_unrealizable,0.84,0.19,0.99,68,68
60-20-20,HumanoidLTL_741_Humanoid_unrealizable,0.64,0.22,0.00,69,69
60-20-20,HumanoidLTL_741_Humanoid_unrealizable,0.64,0.22,0.00,63,69
60-20-20,HumanoidLTL_741_Humanoid_unrealizable,0.64,0.22,0.00,60,69
60-20-20,HumanoidLTL_742_Humanoid_unrealizable,0.64,0.19,0.00,115,125
60-20-20,HumanoidLTL_742_Humanoid_unrealizable,0.64,0.19,0.00,120,125
60-20-20,HumanoidLTL_742_Humanoid_unrealizable,0.64,0.19,0.00,125,125
60-20-20,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.63,0.16,0.00,2,7
60-20-20,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.63,0.16,0.00,3,7
60-20-20,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.69,0.15,0.29,7,7
60-15-25,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.77,0.20,0.57,1,1
60-15-25,HumanoidLTL_503_Humanoid_fixed_unrealizable,nan,nan,nan,nan,1
60-15-25,HumanoidLTL_503_Humanoid_fixed_unrealizable,nan,nan,nan,nan,1
60-15-25,HumanoidLTL_531_Humanoid_unrealizable,0.85,0.19,0.90,64,64
60-15-25,HumanoidLTL_531_Humanoid_unrealizable,0.88,0.19,0.99,47,64
60-15-25,HumanoidLTL_531_Humanoid_unrealizable,0.86,0.19,0.92,19,64
60-15-25,HumanoidLTL_741_Humanoid_unrealizable,0.63,0.22,0.00,66,66
60-15-25,HumanoidLTL_741_Humanoid_unrealizable,0.63,0.22,0.00,52,66
60-15-25,HumanoidLTL_742_Humanoid_unrealizable,0.63,0.19,0.00,129,129
60-15-25,HumanoidLTL_742_Humanoid_unrealizable,0.63,0.19,0.00,89,129
60-15-25,HumanoidLTL_742_Humanoid_unrealizable,0.63,0.19,0.00,98,129
60-15-25,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.75,0.16,0.50,1,7
60-15-25,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.62,0.15,0.00,2,7
60-15-25,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.69,0.15,0.50,7,7
70-15-15,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.80,0.19,0.49,4,4
70-15-15,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.80,0.19,0.48,4,4
70-15-15,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.81,0.20,0.55,3,4
70-15-15,HumanoidLTL_531_Humanoid_unrealizable,0.86,0.19,0.90,48,96
70-15-15,HumanoidLTL_531_Humanoid_unrealizable,0.86,0.19,0.88,22,96
70-15-15,HumanoidLTL_531_Humanoid_unrealizable,0.88,0.19,0.98,96,96
70-15-15,HumanoidLTL_741_Humanoid_unrealizable,0.73,0.22,0.00,45,63
70-15-15,HumanoidLTL_741_Humanoid_unrealizable,0.73,0.22,0.00,39,63
70-15-15,HumanoidLTL_741_Humanoid_unrealizable,0.73,0.22,0.00,63,63
70-15-15,HumanoidLTL_742_Humanoid_unrealizable,0.73,0.19,0.00,77,90
70-15-15,HumanoidLTL_742_Humanoid_unrealizable,0.73,0.19,0.00,83,90
70-15-15,HumanoidLTL_742_Humanoid_unrealizable,0.73,0.19,0.00,90,90
70-15-15,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.72,0.16,0.00,1,8
70-15-15,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.72,0.15,0.00,8,8
70-15-15,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.72,0.15,0.50,1,8
70-10-20,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.85,0.19,0.64,3,3
70-10-20,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.83,0.20,0.57,2,3
70-10-20,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.80,0.19,0.38,2,3
70-10-20,HumanoidLTL_531_Humanoid_unrealizable,0.91,0.19,0.94,69,69
70-10-20,HumanoidLTL_531_Humanoid_unrealizable,0.91,0.19,0.96,22,69
70-10-20,HumanoidLTL_531_Humanoid_unrealizable,0.91,0.19,0.96,33,69
70-10-20,HumanoidLTL_741_Humanoid_unrealizable,0.72,0.22,0.00,51,64
70-10-20,HumanoidLTL_741_Humanoid_unrealizable,0.72,0.22,0.00,64,64
70-10-20,HumanoidLTL_741_Humanoid_unrealizable,0.72,0.22,0.00,29,64
70-10-20,HumanoidLTL_742_Humanoid_unrealizable,0.72,0.19,0.00,83,109
70-10-20,HumanoidLTL_742_Humanoid_unrealizable,0.72,0.19,0.00,109,109
70-10-20,HumanoidLTL_742_Humanoid_unrealizable,0.72,0.19,0.00,96,109
70-10-20,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.82,0.15,0.50,21,21
70-10-20,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.72,0.16,0.00,4,21
70-10-20,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,nan,nan,nan,nan,21
70-20-10,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.80,0.20,0.57,1,4
70-20-10,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.80,0.20,0.57,4,4
70-20-10,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.80,0.19,0.57,2,4
70-20-10,HumanoidLTL_531_Humanoid_unrealizable,0.83,0.19,0.91,74,74
70-20-10,HumanoidLTL_531_Humanoid_unrealizable,0.84,0.19,0.97,45,74
70-20-10,HumanoidLTL_531_Humanoid_unrealizable,0.84,0.19,0.97,31,74
70-20-10,HumanoidLTL_741_Humanoid_unrealizable,0.74,0.22,0.00,43,96
70-20-10,HumanoidLTL_741_Humanoid_unrealizable,0.74,0.22,0.00,96,96
70-20-10,HumanoidLTL_741_Humanoid_unrealizable,0.74,0.22,0.00,69,96
70-20-10,HumanoidLTL_742_Humanoid_unrealizable,0.74,0.19,0.00,105,105
70-20-10,HumanoidLTL_742_Humanoid_unrealizable,0.74,0.19,0.00,93,105
70-20-10,HumanoidLTL_742_Humanoid_unrealizable,0.74,0.19,0.00,100,105
70-20-10,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.75,0.15,0.17,3,5
70-20-10,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.80,0.16,0.70,5,5
70-20-10,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.74,0.16,0.20,5,5
80-10-10,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.88,0.20,0.57,2,4
80-10-10,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.85,0.19,0.36,2,4
80-10-10,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.88,0.19,0.57,4,4
80-10-10,HumanoidLTL_531_Humanoid_unrealizable,0.92,0.19,0.98,40,70
80-10-10,HumanoidLTL_531_Humanoid_unrealizable,0.92,0.19,0.99,70,70
80-10-10,HumanoidLTL_531_Humanoid_unrealizable,0.90,0.19,0.85,35,70
80-10-10,HumanoidLTL_741_Humanoid_unrealizable,0.82,0.22,0.00,64,65
80-10-10,HumanoidLTL_741_Humanoid_unrealizable,0.82,0.22,0.00,65,65
80-10-10,HumanoidLTL_741_Humanoid_unrealizable,0.82,0.22,0.00,29,65
80-10-10,HumanoidLTL_742_Humanoid_unrealizable,0.82,0.19,0.00,97,131
80-10-10,HumanoidLTL_742_Humanoid_unrealizable,0.82,0.19,0.00,92,131
80-10-10,HumanoidLTL_742_Humanoid_unrealizable,0.82,0.19,0.00,131,131
80-10-10,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.87,0.15,0.50,1,4
80-10-10,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,nan,nan,nan,nan,4
80-10-10,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.82,0.15,0.00,4,4
80-07-13,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.89,0.20,0.57,3,4
80-07-13,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.89,0.20,0.57,4,4
80-07-13,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.89,0.19,0.57,3,4
80-07-13,HumanoidLTL_531_Humanoid_unrealizable,0.94,0.19,0.99,72,109
80-07-13,HumanoidLTL_531_Humanoid_unrealizable,0.94,0.19,1.00,77,109
80-07-13,HumanoidLTL_531_Humanoid_unrealizable,0.94,0.19,0.96,109,109
80-07-13,HumanoidLTL_741_Humanoid_unrealizable,0.82,0.22,0.00,73,77
80-07-13,HumanoidLTL_741_Humanoid_unrealizable,0.82,0.23,0.00,50,77
80-07-13,HumanoidLTL_741_Humanoid_unrealizable,0.82,0.22,0.00,77,77
80-07-13,HumanoidLTL_742_Humanoid_unrealizable,0.81,0.19,0.00,91,108
80-07-13,HumanoidLTL_742_Humanoid_unrealizable,0.81,0.19,0.00,108,108
80-07-13,HumanoidLTL_742_Humanoid_unrealizable,0.81,0.19,0.00,100,108
80-07-13,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.81,0.16,0.00,2,2
80-07-13,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.88,0.15,0.50,1,2
80-07-13,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.81,0.15,0.00,2,2
90-05-05,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.94,0.19,0.55,4,4
90-05-05,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.94,0.20,0.57,1,4
90-05-05,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.94,0.20,0.57,1,4
90-05-05,HumanoidLTL_531_Humanoid_unrealizable,0.96,0.19,0.96,41,48
90-05-05,HumanoidLTL_531_Humanoid_unrealizable,0.96,0.20,1.00,26,48
90-05-05,HumanoidLTL_531_Humanoid_unrealizable,0.96,0.19,0.93,48,48
90-05-05,HumanoidLTL_741_Humanoid_unrealizable,0.91,0.22,0.00,90,90
90-05-05,HumanoidLTL_741_Humanoid_unrealizable,0.91,0.22,0.00,69,90
90-05-05,HumanoidLTL_742_Humanoid_unrealizable,0.91,0.19,0.00,105,105
90-05-05,HumanoidLTL_742_Humanoid_unrealizable,0.91,0.19,0.00,91,105
90-05-05,HumanoidLTL_742_Humanoid_unrealizable,0.91,0.19,0.00,95,105
90-05-05,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.93,0.15,0.50,2,5
90-05-05,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.93,0.15,0.50,3,5
90-05-05,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.91,0.16,0.00,5,5
random,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.00,0.20,0.77,1,1
random,HumanoidLTL_503_Humanoid_fixed_unrealizable,nan,nan,nan,nan,1
random,HumanoidLTL_503_Humanoid_fixed_unrealizable,nan,nan,nan,nan,1
random,HumanoidLTL_531_Humanoid_unrealizable,0.00,0.19,0.81,17,20
random,HumanoidLTL_531_Humanoid_unrealizable,0.00,0.19,0.80,20,20
random,HumanoidLTL_531_Humanoid_unrealizable,0.00,0.00,0.00,20,20
random,HumanoidLTL_741_Humanoid_unrealizable,0.00,0.22,0.00,11,12
random,HumanoidLTL_741_Humanoid_unrealizable,0.00,0.22,0.00,11,12
random,HumanoidLTL_741_Humanoid_unrealizable,0.00,0.22,0.00,12,12
random,HumanoidLTL_742_Humanoid_unrealizable,0.00,0.19,0.00,21,22
random,HumanoidLTL_742_Humanoid_unrealizable,0.00,0.19,0.00,20,22
random,HumanoidLTL_742_Humanoid_unrealizable,0.00,0.00,0.00,22,22
random,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.00,0.16,0.00,4,5
random,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.00,0.16,0.00,5,5
random,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.00,0.16,0.00,3,5
SEM,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.00,0.00,0.00,0,0
SEM,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.00,0.00,0.00,0,0
SEM,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.00,0.00,0.00,0,0
SEM,HumanoidLTL_531_Humanoid_unrealizable,0.00,0.00,0.00,0,1
SEM,HumanoidLTL_531_Humanoid_unrealizable,0.50,0.10,0.00,1,1
SEM,HumanoidLTL_531_Humanoid_unrealizable,0.00,0.00,0.00,0,1
SEM,HumanoidLTL_741_Humanoid_unrealizable,0.00,0.11,0.00,1,1
SEM,HumanoidLTL_741_Humanoid_unrealizable,0.00,0.00,0.00,0,1
SEM,HumanoidLTL_741_Humanoid_unrealizable,0.00,0.11,0.00,1,1
SEM,HumanoidLTL_742_Humanoid_unrealizable,0.00,0.13,0.00,2,3
SEM,HumanoidLTL_742_Humanoid_unrealizable,0.00,0.10,0.00,1,3
SEM,HumanoidLTL_742_Humanoid_unrealizable,0.00,0.14,0.00,3,3
SEM,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.00,0.00,0.00,0,0
SEM,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.00,0.00,0.00,0,0
SEM,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.00,0.00,0.00,0,0
SYNSEM,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.00,0.00,0.00,0,0
SYNSEM,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.00,0.00,0.00,0,0
SYNSEM,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.00,0.00,0.00,0,0
SYNSEM,HumanoidLTL_531_Humanoid_unrealizable,0.00,0.00,0.00,0,0
SYNSEM,HumanoidLTL_531_Humanoid_unrealizable,0.00,0.00,0.00,0,0
SYNSEM,HumanoidLTL_531_Humanoid_unrealizable,0.00,0.00,0.00,0,0
SYNSEM,HumanoidLTL_741_Humanoid_unrealizable,0.00,0.00,0.00,0,1
SYNSEM,HumanoidLTL_741_Humanoid_unrealizable,0.00,0.00,0.00,0,1
SYNSEM,HumanoidLTL_741_Humanoid_unrealizable,0.06,0.11,0.00,1,1
SYNSEM,HumanoidLTL_742_Humanoid_unrealizable,0.06,0.13,0.00,2,2
SYNSEM,HumanoidLTL_742_Humanoid_unrealizable,0.00,0.00,0.00,0,2
SYNSEM,HumanoidLTL_742_Humanoid_unrealizable,0.06,0.13,0.00,2,2
SYNSEM,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.00,0.00,0.00,0,0
SYNSEM,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.00,0.00,0.00,0,0
SYNSEM,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.00,0.00,0.00,0,0
SYN,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.00,0.00,0.00,0,0
SYN,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.00,0.00,0.00,0,0
SYN,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.00,0.00,0.00,0,0
SYN,HumanoidLTL_531_Humanoid_unrealizable,0.13,0.13,0.49,2,2
SYN,HumanoidLTL_531_Humanoid_unrealizable,0.16,0.16,0.51,2,2
SYN,HumanoidLTL_531_Humanoid_unrealizable,0.14,0.14,0.12,1,2
SYN,HumanoidLTL_741_Humanoid_unrealizable,0.11,0.11,0.00,1,1
SYN,HumanoidLTL_741_Humanoid_unrealizable,0.00,0.00,0.00,0,1
SYN,HumanoidLTL_741_Humanoid_unrealizable,0.11,0.11,0.00,1,1
SYN,HumanoidLTL_742_Humanoid_unrealizable,0.15,0.15,0.00,3,5
SYN,HumanoidLTL_742_Humanoid_unrealizable,0.16,0.16,0.00,5,5
SYN,HumanoidLTL_742_Humanoid_unrealizable,0.16,0.16,0.00,4,5
SYN,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.13,0.13,0.00,4,4
SYN,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.11,0.11,0.00,2,4
SYN,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.00,0.00,0.00,0,4
REALSEM,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.00,0.00,0.00,0,3
REALSEM,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.00,0.00,0.00,0,3
REALSEM,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.65,0.15,0.41,3,3
REALSEM,HumanoidLTL_531_Humanoid_unrealizable,0.99,0.19,0.88,31,31
REALSEM,HumanoidLTL_531_Humanoid_unrealizable,1.00,0.19,nan,29,31
REALSEM,HumanoidLTL_531_Humanoid_unrealizable,0.85,0.17,0.74,8,31
REALSEM,HumanoidLTL_741_Humanoid_unrealizable,0.47,0.15,0.00,2,8
REALSEM,HumanoidLTL_741_Humanoid_unrealizable,0.56,0.18,0.00,4,8
REALSEM,HumanoidLTL_741_Humanoid_unrealizable,0.62,0.20,0.00,8,8
REALSEM,HumanoidLTL_742_Humanoid_unrealizable,0.70,0.19,0.00,28,118
REALSEM,HumanoidLTL_742_Humanoid_unrealizable,0.70,0.19,0.00,93,118
REALSEM,HumanoidLTL_742_Humanoid_unrealizable,0.70,0.19,0.00,118,118
REALSEM,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.56,0.13,0.00,4,4
REALSEM,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.50,0.08,0.00,1,4
REALSEM,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.35,0.08,0.00,1,4
REALSYN,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.76,0.20,0.56,565,565
REALSYN,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.76,0.20,0.53,523,565
REALSYN,HumanoidLTL_503_Humanoid_fixed_unrealizable,0.76,0.20,0.53,515,565
REALSYN,HumanoidLTL_531_Humanoid_unrealizable,0.78,0.28,0.48,706,769
REALSYN,HumanoidLTL_531_Humanoid_unrealizable,0.78,0.28,0.27,769,769
REALSYN,HumanoidLTL_531_Humanoid_unrealizable,0.78,0.28,0.58,736,769
REALSYN,HumanoidLTL_741_Humanoid_unrealizable,0.77,0.22,0.00,362,362
REALSYN,HumanoidLTL_742_Humanoid_unrealizable,0.76,0.19,0.00,676,676
REALSYN,HumanoidLTL_742_Humanoid_unrealizable,0.76,0.19,0.00,122,676
REALSYN,HumanoidLTL_742_Humanoid_unrealizable,0.76,0.19,0.00,266,676
REALSYN,PCarLTL_Unrealizable_V_2_unrealizable.0_888_PCar_fixed_unrealizable,0.00,0.00,0.00,0,11
